Prscrbr_NPI,Physician_Name,Specialty,City,State,Sales_Rep,Sales_Rep_Name,Territory,HCP_Tier,Target_Calls,Actual_Calls,Samples_Dropped
1001000679,Dr. Betty Carter,Anesthesiology,Miami,FL,REP-H153,Hector Sterling,TERR-H05,1,15,6,4
1001000680,Dr. Sandra King,Family Practice,Charlotte,NC,REP-H289,Harrison Gallagher,TERR-H09,2,4,3,0
1001000681,Dr. Amanda Green,Pain Management,Nashville,TN,REP-H242,Harold Conway,TERR-H10,2,13,9,8
1001000682,Dr. Michelle Moore,Oncology,Houston,TX,REP-H256,Hayden Conway,TERR-H12,2,6,5,4
1001000683,Dr. Linda Miller,Anesthesiology,Seattle,WA,REP-H357,Hunter Blackwood,TERR-H05,3,9,7,8
1001000684,Dr. Thomas Jackson,Pain Management,Baltimore,MD,REP-H137,Hunter Finch,TERR-H01,2,7,6,2
1001000685,Dr. Mary Smith,Neurology,Columbus,OH,REP-H348,Harvey Blackwood,TERR-H08,2,2,1,1
1001000686,Dr. Barbara Baker,Family Practice,Baltimore,MD,REP-H226,Holly Sinclair,TERR-H06,2,7,4,3
1001000687,Dr. Susan Robinson,Orthopedics,New York,NY,REP-H214,Hazel Bishop,TERR-H06,1,9,5,1
1001000688,Dr. Emily Carter,Oncology,Denver,CO,REP-H150,Hope Sterling,TERR-H02,2,9,6,1
1001000689,Dr. Sarah Green,Pain Management,Jacksonville,FL,REP-H200,Hattie Monroe,TERR-H04,2,13,11,11
1001000690,Dr. Ashley Nelson,Anesthesiology,Los Angeles,CA,REP-H367,Heather Whitman,TERR-H03,1,12,8,1
1001000691,Dr. Sarah Robinson,Palliative Care,Denver,CO,REP-H318,Hilda Kensington,TERR-H02,1,16,10,4
1001000692,Dr. Betty Harris,Internal Medicine,Charlotte,NC,REP-H288,Harvey Gallagher,TERR-H08,1,15,13,8
1001000693,Dr. Carol Nguyen,Neurology,Portland,OR,REP-H263,Howard Mercer,TERR-H07,2,5,4,5
1001000694,Dr. Betty Torres,Pain Management,Houston,TX,REP-H132,Hilary Finch,TERR-H08,1,11,7,6
1001000695,Dr. Elizabeth Martin,Family Practice,Jacksonville,FL,REP-H203,Howard Bishop,TERR-H07,2,7,5,4
1001000696,Dr. David Hall,Pain Management,Chicago,IL,REP-H146,Holly Sterling,TERR-H10,2,8,6,3
1001000697,Dr. Linda Rivera,Anesthesiology,Columbus,OH,REP-H244,Hannah Conway,TERR-H12,2,5,2,2
1001000698,Dr. Richard Wilson,Orthopedics,Atlanta,GA,REP-H165,Henry Hayes,TERR-H05,1,7,6,0
1001000699,Dr. John Thompson,Neurology,Los Angeles,CA,REP-H145,Henry Sterling,TERR-H09,2,9,5,3
1001000700,Dr. Elizabeth Hall,Palliative Care,Denver,CO,REP-H223,Howard Sinclair,TERR-H03,2,4,3,2
1001000701,Dr. Patricia Mitchell,Pain Management,Los Angeles,CA,REP-H287,Heather Gallagher,TERR-H07,2,13,9,3
1001000702,Dr. Charles Davis,Internal Medicine,Houston,TX,REP-H340,Hattie Thornton,TERR-H12,2,6,5,0
1001000703,Dr. Richard Sanchez,Pain Management,Houston,TX,REP-H272,Hilary Mercer,TERR-H04,2,12,8,4
1001000704,Dr. Kimberly Allen,Orthopedics,Phoenix,AZ,REP-H334,Hazel Thornton,TERR-H06,1,6,5,6
1001000705,Dr. Ashley Clark,Pain Management,Phoenix,AZ,REP-H120,Hattie Vance,TERR-H08,2,14,9,0
1001000706,Dr. Barbara Hill,Internal Medicine,Phoenix,AZ,REP-H141,Helen Sterling,TERR-H05,2,4,3,3
1001000707,Dr. William Martin,Palliative Care,Charlotte,NC,REP-H214,Hazel Bishop,TERR-H06,3,3,2,0
1001000708,Dr. Sharon Robinson,Pain Management,Nashville,TN,REP-H333,Hector Thornton,TERR-H05,2,8,6,3
1001000709,Dr. Sarah Brown,Family Practice,New York,NY,REP-H173,Hector Hayes,TERR-H01,2,3,2,3
1001000710,Dr. Kimberly Hernandez,Anesthesiology,Nashville,TN,REP-H181,Helen Monroe,TERR-H09,2,7,6,1
1001000711,Dr. Linda Young,Pain Management,Detroit,MI,REP-H187,Heather Monroe,TERR-H03,2,4,3,3
1001000712,Dr. Jessica Williams,Neurology,Charlotte,NC,REP-H332,Hilary Thornton,TERR-H04,3,3,2,1
1001000713,Dr. Dorothy Ramirez,Neurology,Atlanta,GA,REP-H354,Hazel Blackwood,TERR-H02,1,11,8,7
1001000714,Dr. Linda Lewis,Palliative Care,Miami,FL,REP-H385,Henry Carrington,TERR-H09,2,6,3,2
1001000715,Dr. Sarah Flores,Emergency Medicine,New York,NY,REP-H254,Hazel Conway,TERR-H10,2,7,5,4
1001000716,Dr. Joseph Nguyen,Internal Medicine,Boston,MA,REP-H282,Harold Gallagher,TERR-H02,2,6,5,1
1001000717,Dr. Michael Gonzalez,Palliative Care,Los Angeles,CA,REP-H112,Hilary Vance,TERR-H12,2,5,4,5
1001000718,Dr. Ashley Hernandez,Orthopedics,Las Vegas,NV,REP-H126,Holly Finch,TERR-H02,3,2,1,2
1001000719,Dr. Laura Robinson,Pain Management,New York,NY,REP-H205,Henry Bishop,TERR-H09,2,10,7,7
1001000720,Dr. Amanda Gonzalez,Oncology,Baltimore,MD,REP-H182,Harold Monroe,TERR-H10,2,3,2,3
1001000721,Dr. Jennifer Thompson,Pain Management,Boston,MA,REP-H357,Hunter Blackwood,TERR-H05,2,6,5,5
1001000722,Dr. Sandra Garcia,Pain Management,Las Vegas,NV,REP-H158,Hilda Sterling,TERR-H10,1,9,4,1
1001000723,Dr. Barbara Green,Neurology,Miami,FL,REP-H296,Hayden Gallagher,TERR-H04,1,16,10,7
1001000724,Dr. Jessica Hill,Neurology,Los Angeles,CA,REP-H280,Hattie Mercer,TERR-H12,3,2,1,1
1001000725,Dr. Sarah Brown,Emergency Medicine,Miami,FL,REP-H325,Henry Thornton,TERR-H09,2,12,9,4
1001000726,Dr. Donna Nelson,Neurology,Boston,MA,REP-H240,Hattie Sinclair,TERR-H08,2,4,2,1
1001000727,Dr. Michelle Williams,Oncology,Boston,MA,REP-H265,Henry Mercer,TERR-H09,2,9,6,7
1001000728,Dr. Lisa Lopez,Palliative Care,New York,NY,REP-H163,Howard Hayes,TERR-H03,2,8,6,4
1001000729,Dr. Nancy Torres,Orthopedics,New York,NY,REP-H198,Hilda Monroe,TERR-H02,1,12,7,3
1001000730,Dr. Michael Thompson,Palliative Care,Austin,TX,REP-H189,Harrison Monroe,TERR-H05,3,2,1,0
1001000731,Dr. Richard Baker,Orthopedics,Nashville,TN,REP-H309,Harrison Kensington,TERR-H05,2,7,5,5
1001000732,Dr. Betty Lopez,Neurology,Phoenix,AZ,REP-H248,Harvey Conway,TERR-H04,1,10,7,4
1001000733,Dr. Joseph Hernandez,Neurology,Phoenix,AZ,REP-H349,Harrison Blackwood,TERR-H09,2,6,2,3
1001000734,Dr. Joseph Rodriguez,Pain Management,Jacksonville,FL,REP-H249,Harrison Conway,TERR-H05,2,6,4,2
1001000735,Dr. John Perez,Oncology,Jacksonville,FL,REP-H114,Hazel Vance,TERR-H02,2,4,3,1
1001000736,Dr. Sandra Gonzalez,Palliative Care,Boston,MA,REP-H346,Holly Blackwood,TERR-H06,2,3,2,1
1001000737,Dr. John Scott,Neurology,Portland,OR,REP-H205,Henry Bishop,TERR-H09,1,10,7,8
1001000738,Dr. Sandra Johnson,Oncology,Austin,TX,REP-H321,Helen Thornton,TERR-H05,2,6,3,1
1001000739,Dr. Rebecca White,Pain Management,Seattle,WA,REP-H187,Heather Monroe,TERR-H03,3,4,3,0
1001000740,Dr. Dorothy King,Pain Management,Atlanta,GA,REP-H327,Heather Thornton,TERR-H11,2,11,6,7
1001000741,Dr. Laura Nguyen,Anesthesiology,Denver,CO,REP-H333,Hector Thornton,TERR-H05,2,4,3,4
1001000742,Dr. Emily Lee,Oncology,Baltimore,MD,REP-H153,Hector Sterling,TERR-H05,2,16,4,1
1001000743,Dr. Thomas Jackson,Oncology,Jacksonville,FL,REP-H121,Helen Finch,TERR-H09,2,13,6,6
1001000744,Dr. Laura Miller,Pain Management,Boston,MA,REP-H303,Howard Kensington,TERR-H11,2,13,11,3
1001000745,Dr. Michelle Wilson,Anesthesiology,Austin,TX,REP-H216,Hayden Bishop,TERR-H08,1,9,7,4
1001000746,Dr. Carol Baker,Pain Management,Los Angeles,CA,REP-H262,Harold Mercer,TERR-H06,3,2,1,0
1001000747,Dr. John King,Pain Management,New York,NY,REP-H310,Hope Kensington,TERR-H06,2,11,7,0
1001000748,Dr. Melissa Miller,Anesthesiology,New York,NY,REP-H283,Howard Gallagher,TERR-H03,3,4,3,3
1001000749,Dr. Joseph Campbell,Oncology,Seattle,WA,REP-H259,Holden Conway,TERR-H03,2,12,9,0
1001000750,Dr. Dorothy Sanchez,Orthopedics,Portland,OR,REP-H163,Howard Hayes,TERR-H03,2,5,1,1
1001000751,Dr. Thomas Flores,Internal Medicine,Denver,CO,REP-H387,Heather Carrington,TERR-H11,1,12,11,3
1001000752,Dr. Kimberly Rodriguez,Palliative Care,New York,NY,REP-H355,Homer Blackwood,TERR-H03,2,9,6,5
1001000753,Dr. Sandra Davis,Oncology,Nashville,TN,REP-H338,Hilda Thornton,TERR-H10,2,11,8,1
1001000754,Dr. Sarah Miller,Neurology,Austin,TX,REP-H118,Hilda Vance,TERR-H06,2,3,3,4
1001000755,Dr. Dorothy Hill,Pain Management,New York,NY,REP-H187,Heather Monroe,TERR-H03,1,12,6,3
1001000756,Dr. Karen Johnson,Family Practice,Miami,FL,REP-H123,Howard Finch,TERR-H11,1,7,4,5
1001000757,Dr. Patricia Rodriguez,Pain Management,Las Vegas,NV,REP-H238,Hilda Sinclair,TERR-H06,2,15,11,7
1001000758,Dr. Thomas Walker,Pain Management,Portland,OR,REP-H254,Hazel Conway,TERR-H10,1,12,9,10
1001000759,Dr. Rebecca Ramirez,Pain Management,Detroit,MI,REP-H104,Hannah Vance,TERR-H04,2,9,4,1
1001000760,Dr. Joseph Hall,Pain Management,Atlanta,GA,REP-H244,Hannah Conway,TERR-H12,2,5,4,5
1001000761,Dr. Richard Walker,Pain Management,Chicago,IL,REP-H180,Hattie Hayes,TERR-H08,2,15,8,7
1001000762,Dr. Sandra Wright,Pain Management,Columbus,OH,REP-H256,Hayden Conway,TERR-H12,2,6,4,0
1001000763,Dr. James Carter,Orthopedics,Boston,MA,REP-H148,Harvey Sterling,TERR-H12,1,4,2,0
1001000764,Dr. Barbara Sanchez,Internal Medicine,Philadelphia,PA,REP-H212,Hilary Bishop,TERR-H04,2,6,4,2
1001000765,Dr. Michael Flores,Pain Management,Nashville,TN,REP-H210,Hope Bishop,TERR-H02,2,8,6,3
1001000766,Dr. William Martinez,Anesthesiology,Chicago,IL,REP-H213,Hector Bishop,TERR-H05,2,6,4,4
1001000767,Dr. Charles Lopez,Orthopedics,Philadelphia,PA,REP-H330,Hope Thornton,TERR-H02,2,6,5,0
1001000768,Dr. Jennifer Green,Pain Management,Baltimore,MD,REP-H346,Holly Blackwood,TERR-H06,2,12,9,1
1001000769,Dr. Jennifer Sanchez,Oncology,Detroit,MI,REP-H257,Hunter Conway,TERR-H01,1,9,4,0
1001000770,Dr. Robert Williams,Internal Medicine,Atlanta,GA,REP-H373,Hector Whitman,TERR-H09,2,9,4,3
1001000771,Dr. Linda Ramirez,Palliative Care,Baltimore,MD,REP-H235,Homer Sinclair,TERR-H03,1,15,7,7
1001000772,Dr. Richard Hall,Oncology,Detroit,MI,REP-H158,Hilda Sterling,TERR-H10,2,10,8,7
1001000773,Dr. Emily Green,Family Practice,Houston,TX,REP-H184,Hannah Monroe,TERR-H12,1,7,4,3
1001000774,Dr. Lisa Carter,Pain Management,Jacksonville,FL,REP-H305,Henry Kensington,TERR-H01,2,15,12,7
1001000775,Dr. Sharon Sanchez,Oncology,Miami,FL,REP-H154,Hazel Sterling,TERR-H06,2,14,9,1
1001000776,Dr. Joseph Lee,Anesthesiology,Portland,OR,REP-H292,Hilary Gallagher,TERR-H12,2,2,1,1
1001000777,Dr. Michael Hill,Palliative Care,Baltimore,MD,REP-H339,Holden Thornton,TERR-H11,2,5,3,2
1001000778,Dr. Michael Wright,Neurology,Miami,FL,REP-H231,Hugh Sinclair,TERR-H11,3,4,2,1
1001000779,Dr. Ashley Walker,Orthopedics,Seattle,WA,REP-H217,Hunter Bishop,TERR-H09,2,4,3,4
1001000780,Dr. Charles Nguyen,Anesthesiology,New York,NY,REP-H265,Henry Mercer,TERR-H09,2,10,9,10
1001000781,Dr. Melissa Anderson,Neurology,Philadelphia,PA,REP-H219,Holden Bishop,TERR-H11,2,12,6,2
1001000782,Dr. Deborah Flores,Anesthesiology,New York,NY,REP-H134,Hazel Finch,TERR-H10,1,16,11,11
1001000783,Dr. Sharon Robinson,Internal Medicine,Austin,TX,REP-H175,Homer Hayes,TERR-H03,2,2,1,0
1001000784,Dr. Jessica Lopez,Neurology,Columbus,OH,REP-H229,Harrison Sinclair,TERR-H09,1,15,7,6
1001000785,Dr. Linda Campbell,Anesthesiology,Houston,TX,REP-H196,Hayden Monroe,TERR-H12,2,9,8,7
1001000786,Dr. John Adams,Palliative Care,Los Angeles,CA,REP-H130,Hope Finch,TERR-H06,2,11,11,8
1001000787,Dr. John Flores,Palliative Care,Jacksonville,FL,REP-H332,Hilary Thornton,TERR-H04,3,5,3,0
1001000788,Dr. Laura Martin,Oncology,Los Angeles,CA,REP-H284,Hannah Gallagher,TERR-H04,2,10,6,6
1001000789,Dr. James King,Oncology,Austin,TX,REP-H331,Hugh Thornton,TERR-H03,3,5,2,1
1001000790,Dr. Elizabeth Thompson,Pain Management,Baltimore,MD,REP-H166,Holly Hayes,TERR-H06,2,7,5,4
1001000791,Dr. Deborah Lee,Neurology,Jacksonville,FL,REP-H265,Henry Mercer,TERR-H09,2,11,9,9
1001000792,Dr. Jennifer Thompson,Pain Management,New York,NY,REP-H256,Hayden Conway,TERR-H12,3,9,8,2
1001000793,Dr. John Garcia,Family Practice,Columbus,OH,REP-H336,Hayden Thornton,TERR-H08,2,4,2,0
1001000794,Dr. Elizabeth Taylor,Internal Medicine,Houston,TX,REP-H106,Holly Vance,TERR-H06,2,6,4,2
1001000795,Dr. Sandra Lee,Internal Medicine,Denver,CO,REP-H175,Homer Hayes,TERR-H03,3,7,4,0
1001000796,Dr. Robert Green,Oncology,Austin,TX,REP-H142,Harold Sterling,TERR-H06,2,6,4,4
1001000797,Dr. William Ramirez,Oncology,Charlotte,NC,REP-H219,Holden Bishop,TERR-H11,2,6,4,4
1001000798,Dr. Kathleen Martinez,Pain Management,Seattle,WA,REP-H198,Hilda Monroe,TERR-H02,3,6,5,6
1001000799,Dr. Elizabeth Martin,Anesthesiology,Denver,CO,REP-H307,Heather Kensington,TERR-H03,2,5,3,3
1001000800,Dr. Sarah Wright,Pain Management,Chicago,IL,REP-H268,Harvey Mercer,TERR-H12,2,8,5,0
1001000801,Dr. Betty Nelson,Family Practice,Austin,TX,REP-H232,Hilary Sinclair,TERR-H12,2,3,2,0
1001000802,Dr. Amanda Young,Pain Management,Nashville,TN,REP-H158,Hilda Sterling,TERR-H10,2,10,8,1
1001000803,Dr. Mary Robinson,Internal Medicine,Los Angeles,CA,REP-H203,Howard Bishop,TERR-H07,2,4,2,3
1001000804,Dr. Joseph Rodriguez,Internal Medicine,Nashville,TN,REP-H208,Harvey Bishop,TERR-H12,2,5,5,1
1001000805,Dr. Jennifer White,Anesthesiology,Los Angeles,CA,REP-H249,Harrison Conway,TERR-H05,3,4,2,2
1001000806,Dr. Michael Nguyen,Anesthesiology,New York,NY,REP-H127,Heather Finch,TERR-H03,2,14,11,3
1001000807,Dr. Linda Allen,Internal Medicine,Denver,CO,REP-H334,Hazel Thornton,TERR-H06,2,6,4,5
1001000808,Dr. James Carter,Pain Management,New York,NY,REP-H147,Heather Sterling,TERR-H11,2,7,5,1
1001000809,Dr. Karen Moore,Palliative Care,Nashville,TN,REP-H240,Hattie Sinclair,TERR-H08,2,13,8,2
1001000810,Dr. Michael Martin,Orthopedics,Charlotte,NC,REP-H225,Henry Sinclair,TERR-H05,1,13,10,4
1001000811,Dr. Michelle Anderson,Oncology,Miami,FL,REP-H359,Holden Blackwood,TERR-H07,2,10,5,6
1001000812,Dr. Michael Robinson,Palliative Care,Atlanta,GA,REP-H202,Harold Bishop,TERR-H06,2,8,7,2
1001000813,Dr. Joseph King,Anesthesiology,Austin,TX,REP-H273,Hector Mercer,TERR-H05,2,5,3,3
1001000814,Dr. Ashley Ramirez,Anesthesiology,New York,NY,REP-H344,Hannah Blackwood,TERR-H04,3,7,5,2
1001000815,Dr. Donna Smith,Anesthesiology,Houston,TX,REP-H271,Hugh Mercer,TERR-H03,1,11,8,9
1001000816,Dr. Michelle Harris,Family Practice,Nashville,TN,REP-H336,Hayden Thornton,TERR-H08,2,9,6,2
1001000817,Dr. David Nelson,Palliative Care,Boston,MA,REP-H186,Holly Monroe,TERR-H02,1,12,10,3
1001000818,Dr. Charles Jackson,Palliative Care,Philadelphia,PA,REP-H344,Hannah Blackwood,TERR-H04,2,5,3,1
1001000819,Dr. William Wright,Oncology,Boston,MA,REP-H380,Hattie Whitman,TERR-H04,3,11,10,0
1001000820,Dr. James Rodriguez,Oncology,Columbus,OH,REP-H241,Helen Conway,TERR-H09,2,9,8,2
